names	edited_features	longest_gene_isoform
AT3G01100	658	4002
AT5G06740	1	2254
AT5G40290	31	3242
AT1G35620	2144	2121
AT4G05053	22	460
AT5G14900	1	905
AT3G08075	1	353
AT3G43670	168	2917
AT3G04060	59	1836
AT1G78010	322	3072
AT5G02675	1	93
AT5G35110	5	884
AT5G26940	727	2510
AT5G43400	568	2397
AT4G14780	10	2450
AT5G14710	270	1670
AT4G23895	371	4388
AT4G32780	57	3074
AT2G40250	23	2034
AT1G15240	1469	5301
AT1G10660	688	2907
AT5G14230	102	4274
AT5G08760	14	760
AT3G55840	1	1871
AT5G40080	710	1787
AT2G21620	633	1786
AT2G24820	132	1996
AT2G05100	1887	1490
AT1G61900	2429	2949
AT2G35710	211	3577
AT2G17036	39	1569
AT5G13330	45	2944
AT4G02920	887	2780
AT3G16850	835	2804
AT5G18200	571	1764
AT5G58570	4	592
AT4G04035	1	378
AT4G32840	841	3976
AT5G20240	21	2611
AT3G52270	65	1961
AT1G23730	116	2878
AT3G30386	209	347
AT1G48230	1572	3232
AT5G48810	4819	1305
AT5G06125	1	79
AT1G43675	5	376
AT3G16150	100	1625
AT2G36620	8027	1745
AT2G24630	822	3414
AT3G44010	7538	1746
AT5G61570	153	2600
AT2G16240	1	71
AT2G26800	560	3778
AT2G24535	1	1076
AT3G12810	1985	9152
AT1G15460	183	4196
AT5G25210	83	1905
AT5G27750	492	2022
AT2G46060	405	4013
AT3G61890	32	1239
AT3G62890	137	1934
AT5G37510	6151	3364
AT3G22910	294	3198
AT2G41620	2165	7799
AT1G29490	21	670
AT1G05940	764	2890
AT3G55820	45	1116
AT5G63670	1173	1654
AT1G01170	270	806
AT1G75370	788	3752
AT5G16170	31	2034
AT3G47550	1139	2173
AT1G72190	168	2391
AT5G58860	29	2320
AT1G09010	1342	4280
AT3G47850	823	1884
AT1G50820	13	7155
AT4G23365	90	1899
AT1G53710	750	3235
AT4G28510	1378	2258
AT5G02705	11	425
AT5G52310	299	2927
AT5G55050	80	2763
AT1G29800	336	2842
AT3G09490	13	1320
AT2G17110	446	3392
AT1G24530	59	2075
AT5G04930	1224	5241
AT3G23340	3	3218
AT3G02720	778	2141
AT3G41762	99	1418
AT5G66160	440	2347
AT3G02225	8	429
AT4G11560	3204	3624
AT1G10870	729	7196
AT5G59150	975	2003
AT2G16460	540	2425
AT2G43410	1520	6008
AT1G03780	1993	4307
AT1G21260	199	761
AT5G22690	166	4184
AT1G61310	768	3375
AT2G43800	3146	3592
AT1G30845	180	1079
AT4G32200	758	6265
AT1G25280	1478	3126
AT5G44800	3735	10630
AT1G14290	406	2235
AT3G09900	1594	2484
AT5G47510	87	2530
AT1G17710	3	1622
AT5G36780	23	2103
AT1G47490	224	3002
AT3G14380	1030	1516
AT1G22310	265	2321
AT1G76210	2	1046
AT2G35120	1852	1767
AT5G38320	123	882
AT5G05490	39	5028
AT5G60750	367	2564
AT5G04710	841	3285
AT5G45430	2366	4600
AT2G42520	1685	4319
AT2G06200	510	1147
AT4G00710	1799	3713
AT3G59190	80	2382
AT5G65310	1841	2796
AT1G64280	54	2910
AT3G27470	347	4515
AT1G79320	2	1496
AT1G12400	228	1096
AT5G05415	3	275
AT3G04275	8	240
AT1G14640	148	2529
AT1G14780	1	3343
AT1G65032	259	985
AT1G23770	27	1052
AT5G11420	23	2864
AT1G05207	14	357
AT3G21250	901	6211
AT1G14453	1	855
AT1G24350	246	1967
AT4G12310	11	2786
AT5G43820	139	1762
AT1G75140	1373	2309
AT3G49080	1514	2630
AT4G16460	28	1863
AT2G26140	5079	3887
AT5G66080	335	2204
AT1G76460	899	3027
AT5G59870	9629	866
AT1G15730	356	2642
AT1G44750	1921	3549
AT3G09690	631	3030
AT5G18790	806	835
AT2G21880	3	1793
AT4G17243	1	838
AT5G19750	1151	2368
AT4G18970	902	2269
AT1G54870	13	1695
AT1G57860	7682	1084
AT1G15510	420	2647
AT5G49970	1551	4069
AT1G08100	4	1950
AT1G35210	3	1093
AT3G47910	2945	7442
AT5G58190	1019	3276
AT1G05040	2	1094
AT4G00560	888	1863
AT1G51740	423	2529
AT2G27710	14763	1338
AT5G08300	3044	2562
AT1G54350	422	3545
AT3G48960	1	968
AT1G53470	27	3447
AT1G02740	538	2869
AT5G56460	29	2962
AT2G05180	2	1404
AT1G19580	1358	2885
AT5G25760	843	1694
AT1G69070	2028	4230
AT5G45990	39	2810
AT2G41740	2070	7148
AT4G14342	1437	2068
AT5G43160	100	2077
AT1G77170	324	1562
AT1G28670	145	2098
AT5G02090	3	938
AT1G67870	519	1829
AT5G07810	464	7342
AT1G41830	627	4398
AT5G48870	1682	1208
AT5G05660	1358	4986
AT1G77870	49	1377
AT4G18692	52	266
AT4G39900	2775	2301
AT4G19191	115	1964
AT2G40160	29	2085
AT4G00305	5	596
AT5G51110	280	1987
AT2G02610	220	2201
AT3G22410	25	2806
AT2G04740	432	2728
AT5G38840	1269	3834
AT5G24970	527	4595
AT3G10380	2427	9527
AT1G23030	296	2681
AT2G22720	1371	3464
AT4G10410	1	1015
AT5G22090	470	7160
AT5G63030	556	1517
AT1G23850	22	1511
AT1G20420	4	71
AT4G11543	10	829
AT4G38270	1073	3345
AT4G15750	1231	1096
AT5G47830	216	1872
AT5G62750	48	895
AT1G77310	284	4933
AT2G02950	1	2648
AT3G06260	11	2127
AT5G49330	79	2749
AT1G08420	1493	7651
AT4G03940	35	2036
AT1G24330	74	3849
AT2G39690	31	2484
AT4G28340	1	1121
AT5G55790	558	2620
AT1G76900	928	3484
AT2G41630	1450	2323
AT5G47435	519	2316
AT4G04020	427	2067
AT3G22680	657	2875
AT3G18480	1279	5096
AT1G09300	423	4718
AT2G14610	11	901
AT5G65030	10	659
AT3G20250	1416	4501
AT2G43261	2	1528
AT5G17050	66	1801
AT3G25660	1079	2881
AT2G24220	324	1671
AT4G26400	1019	2002
AT5G06990	2	1181
AT1G03920	22	3294
AT1G33340	4	1803
AT1G18640	851	2524
AT3G24660	1034	2374
AT3G44560	8	3484
AT3G49590	1106	2960
AT1G51240	68	576
AT2G34140	103	1094
AT3G13550	186	1657
AT2G25170	4949	10299
AT1G09647	2	207
AT5G51010	360	1150
AT3G25013	46	2798
AT1G74590	119	1233
AT5G26030	2813	2727
AT5G15800	2036	2919
AT3G51690	27	1833
AT1G63690	3302	4384
AT5G64240	81	1796
AT2G40711	34	1183
AT1G33130	1	2003
AT4G19440	350	3932
AT1G10470	695	2372
AT1G47260	3379	3933
AT3G25590	172	2341
AT3G54850	971	2667
AT3G60245	19693	1340
AT2G47750	95	3833
AT1G49050	242	2897
AT2G38170	891	4243
AT4G06980	18	567
AT1G02030	20	2134
AT5G52340	28	3491
AT1G68690	400	4019
AT3G29390	1081	5279
AT2G34160	530	1380
AT1G19400	957	2461
AT2G43080	572	3332
AT5G43822	117	3239
AT2G43140	5	4494
AT1G77590	2269	4235
AT2G19310	286	1107
AT5G14250	2421	2967
AT2G29300	1	1568
AT5G15220	639	1540
AT2G33350	176	3365
AT1G48420	1397	3029
AT3G06820	580	5226
AT4G34480	755	3344
AT5G48160	2543	2663
AT5G38660	304	4685
AT2G23610	32	2803
AT5G66420	1392	3503
AT1G43890	1636	1943
AT1G28870	5	71
AT3G02850	5	4061
AT5G66410	621	2259
AT5G19900	2704	3053
AT5G39760	542	1510
AT3G10910	7	1108
AT5G42730	316	1311
AT1G05430	695	1870
AT2G37450	111	2582
AT3G26670	890	3225
AT1G56430	2	1442
AT1G56650	1	1737
AT3G56480	2371	3533
AT4G30060	353	3562
AT3G28250	1	365
AT1G31820	15	2013
AT3G28710	1957	2938
AT5G43640	31	1197
AT3G12370	1260	1020
AT3G04860	182	1796
AT1G75840	2590	2153
AT1G08283	59	535
AT1G05160	281	3627
AT1G09267	3	253
AT1G70710	17089	4208
AT1G14880	3	1354
AT5G05940	421	2755
AT1G47625	102	679
AT1G79150	1259	5506
AT2G09910	1	3812
AT1G11480	2791	2957
AT1G60730	59	2301
AT2G18490	4	1120
AT1G67325	958	3859
AT1G02330	988	1672
AT1G04480	5540	1546
AT2G21410	2200	6040
AT2G47570	2	1158
AT3G50620	490	2292
AT1G24290	128	1778
AT2G30010	1450	3719
AT3G07770	4407	5344
AT2G44500	629	2637
AT1G24560	822	3518
AT1G73440	238	1461
AT5G64380	257	1960
AT5G03520	1742	2140
AT1G27760	1506	3149
AT5G47600	523	786
AT3G01190	1	1633
AT3G58510	3782	3817
AT2G29960	3329	2999
AT5G66631	163	2095
AT1G57775	309	532
AT2G35330	1761	3133
AT1G02880	248	2151
AT4G18823	57	371
AT5G64970	397	2638
AT2G16600	19190	1332
AT1G63150	356	2420
AT3G16712	17	215
AT5G65300	130	971
AT2G41550	2242	2287
AT1G69530	872	1812
AT1G50745	185	1638
AT2G44350	2306	4511
AT5G66800	195	1311
AT3G10580	1	1186
AT1G64450	185	1302
AT1G23230	2200	7519
AT5G59790	1645	2523
AT2G04135	3	1008
AT5G54530	339	1742
AT5G07420	1	2161
AT1G26665	1307	1485
AT1G18470	433	4649
AT3G18100	264	4189
AT1G19790	196	2193
AT1G10160	298	4499
AT5G42800	24	1939
AT4G34555	1686	1253
AT1G58410	6	3797
AT1G50390	5	691
AT3G05930	1	1072
AT4G15410	1767	2079
AT3G53700	664	2933
AT2G33860	3060	3772
AT1G73940	1541	1458
AT1G65650	1554	2754
AT1G08660	911	2985
AT5G45095	5	1689
AT2G47900	1896	2382
AT3G03640	613	3169
AT1G04200	1152	4760
AT3G44370	296	5003
AT2G27840	947	2102
AT5G54270	5199	1403
AT5G62700	35201	2519
AT5G34908	106	248
AT1G26760	751	1791
AT5G06043	17	368
AT4G28780	35	2436
AT5G14510	18	1392
AT1G67500	726	9632
AT1G63110	1375	3431
AT3G09940	1	2869
AT5G48600	2572	7614
AT1G71150	23	1528
AT1G77520	531	1897
AT3G50980	1	1015
AT1G78210	2965	1873
AT1G48270	410	2467
AT5G55180	5209	2242
AT5G24010	496	2875
AT3G09035	1091	1570
AT5G06160	1704	4108
AT1G72740	519	2664
AT5G17490	82	2257
AT5G16810	161	3289
AT1G66580	13307	1716
AT2G46920	1316	3927
AT3G13340	2027	3561
AT2G47980	3549	5771
AT3G57150	7432	2260
AT5G03220	424	1482
AT5G63440	594	2204
AT1G80270	2782	2654
AT5G43070	1161	993
AT5G59300	567	1325
AT3G48620	31	1838
AT1G05770	23	933
AT1G19390	2	2612
AT5G13180	340	1684
AT5G07920	1030	4734
AT1G72760	4	3404
AT4G21760	10	2749
AT3G14360	143	2236
AT5G17360	27	1376
AT1G14370	6	2647
AT5G41070	664	1790
AT2G32520	1172	2421
AT5G05275	1	266
AT1G48740	77	2710
AT1G49360	441	2217
AT5G13510	270	833
AT5G36210	2148	5955
AT3G11010	212	3288
AT4G38150	767	1712
AT5G55600	1800	3836
AT5G13150	47	2628
AT1G03970	365	1189
AT5G37010	1550	2361
AT5G25080	580	3396
AT5G56650	656	2047
AT2G25110	3252	2229
AT1G07580	1	72
AT2G40200	10	1366
AT5G11460	338	2443
AT1G71692	24	2582
AT5G50660	2	606
AT3G22320	2420	1546
AT4G08980	2304	2549
AT4G23780	31	1238
AT1G09897	9	390
AT1G51250	6	791
AT5G50335	70	694
AT4G25050	1341	1556
AT5G58290	5682	2802
AT2G46250	235	2200
AT1G04910	999	3510
AT5G35160	3056	2774
AT3G08790	1	3254
AT1G78460	133	1139
AT4G01560	1803	2294
AT4G37540	304	1532
AT1G75550	76	1614
AT5G56544	2	950
AT4G30950	1821	2871
AT1G12930	1022	7347
AT5G38940	4	1168
AT1G13190	2016	2860
AT1G29320	750	3093
AT5G54240	14	1680
AT1G63640	2931	6989
AT2G47330	1254	2924
AT4G14368	1	4763
AT1G16530	1	1615
AT1G19860	596	3370
AT3G61660	23	674
AT1G31460	337	1921
AT1G24540	3657	1808
AT5G18480	1239	2852
AT1G12810	538	1566
AT1G64240	22	2336
AT1G65860	5	3822
AT1G19630	16	4372
AT5G08805	2	105
AT1G74453	107	109
AT2G47240	5068	5410
AT5G02800	605	2361
AT4G02580	3384	2775
AT3G15630	1830	1010
AT1G14830	3462	4330
AT3G44700	3	801
AT3G55700	57	2315
AT3G01516	2	2906
AT4G31230	10	4060
AT4G34310	620	5761
AT3G20910	409	2226
AT3G19120	1899	1788
AT3G57180	337	2593
AT4G21840	1	1393
AT2G28180	1	2745
AT5G25830	63	1705
AT4G04190	171	2048
AT5G00990	1	559
AT3G04040	24	1804
AT1G20450	1275	1703
AT4G36430	2	1648
AT5G16870	252	1966
AT3G28635	23	2078
AT1G04020	793	3769
AT2G41760	281	2682
AT1G32050	3839	2965
AT3G51370	2557	3104
AT3G45160	8	837
AT5G19440	2179	2025
AT3G09730	478	2733
AT1G68238	2	454
AT3G22810	589	3377
AT5G23090	436	1582
AT4G33500	689	3759
AT3G13065	14	3927
AT1G23400	367	3892
AT3G51980	2122	1980
AT1G75450	371	3904
AT5G23820	376	1984
AT2G16280	1545	2152
AT3G03010	411	2423
AT1G58590	33	933
AT1G54130	1254	3170
AT4G32220	98	1692
AT5G54220	1	499
AT3G16857	970	3622
AT5G04785	1	294
AT4G02360	103	716
AT1G26600	26	1087
AT3G29150	25	881
AT2G43650	2063	4202
AT4G12560	860	2094
AT1G78340	31	1158
AT4G35390	57	1366
AT4G21320	155	1713
AT1G29535	57	1978
AT2G32795	129	1487
AT1G73660	1163	5479
AT5G46240	225	3896
AT1G52300	12689	1336
AT4G21326	398	3887
AT2G36120	13	1323
AT2G45030	2193	4779
AT3G53460	7460	2530
AT1G04310	635	3049
AT1G28470	9	2134
AT5G02960	19299	1436
AT1G69600	228	1390
AT3G52540	27	1347
AT1G80280	4127	3181
AT2G45060	643	2582
AT4G04015	5	494
AT1G69252	274	1079
AT1G35537	20	466
AT2G46240	471	4087
AT5G36160	163	2341
AT2G27130	826	1472
AT4G24190	27564	4506
AT1G66400	92	974
AT2G01450	2215	3615
AT3G23210	180	2078
AT2G01200	74	2077
AT3G57900	1	293
AT4G28025	273	2017
AT3G28925	2	1723
AT2G36800	4	1957
AT3G10575	41	527
AT1G75290	42	1451
AT1G74370	247	1314
AT5G60190	320	1811
AT5G56150	462	2300
AT3G16810	1820	4442
AT4G26340	3	1460
AT3G05035	7	902
AT5G63050	509	2591
AT1G04477	10	383
AT3G05590	26921	1697
AT5G04840	609	2781
AT1G67590	1567	1967
AT3G21160	878	4700
AT4G29670	516	1949
AT2G18990	707	1523
AT5G07990	325	2809
AT5G47460	87	1873
AT1G14580	127	3242
AT5G54062	1910	844
AT2G42865	108	323
AT1G23460	83	3016
AT3G01860	82	2126
AT1G58140	22	3962
AT1G61800	33	2488
AT1G56550	3	2777
AT4G24610	1307	8107
AT2G18020	20992	1409
AT1G32700	855	2574
AT1G17730	1157	1358
AT2G38410	1064	3760
AT5G08450	3630	5312
AT1G14130	429	2047
AT5G53560	3285	1249
AT5G13480	923	5574
AT4G26480	641	3910
AT5G59850	6397	1461
AT3G06570	296	1334
AT2G02740	346	1901
AT1G49140	1464	2492
AT4G19680	1	1490
AT2G39920	87	1522
AT1G35260	24	938
AT5G15600	42	1127
AT1G10220	45	1199
AT1G52700	37	3155
AT5G53030	39	1546
AT3G01180	1486	3866
AT5G47770	2202	2567
AT1G35230	7	759
AT1G66190	7	1257
AT2G26610	1	5442
AT2G09705	1	143
AT1G08190	2895	6028
AT4G31620	85	2325
AT2G11880	143	2632
AT5G25310	45	2619
AT5G23410	237	1194
AT1G48710	20	4058
AT3G28370	302	3991
AT2G39770	3539	2452
AT3G26150	15	1599
AT1G68000	892	2166
AT1G10120	666	2917
AT4G39838	2	2076
AT4G16920	247	7839
AT4G21063	11	205
AT5G02690	56	514
AT3G54910	250	2838
AT3G48250	621	2517
AT3G28300	8	1960
AT1G36980	1183	2317
AT1G16220	294	2508
AT5G57660	1480	1652
AT2G19050	3	2343
AT2G44870	608	1731
AT1G02205	3861	4163
AT1G01230	587	1828
AT2G20240	578	2899
AT4G30650	767	910
AT1G02850	45	3046
AT1G45145	236	1475
AT2G20250	117	3312
AT1G55265	1	692
AT1G54740	9	1217
AT3G59580	13	3783
AT1G02720	653	2582
AT4G28070	210	2735
AT5G56250	879	4568
AT1G45160	1288	7511
AT5G16930	678	3471
AT4G39460	853	3197
AT5G52655	1	498
AT1G13260	41	1802
AT5G67330	978	2631
AT4G30020	1867	4820
AT5G43910	51	2982
AT1G25460	2	1729
AT4G17908	2	492
AT5G26230	152	1687
AT3G63052	5	397
AT3G05480	267	4020
AT2G28650	563	1940
AT3G49940	177	1865
AT1G16470	2811	2937
AT3G03880	746	1635
AT5G51690	381	3637
AT4G00910	12	4053
AT5G50340	715	5172
AT1G62740	2472	2621
AT2G43240	435	5079
AT4G21090	421	2261
AT5G47190	1223	1951
AT1G29700	213	2496
AT1G52600	1344	2297
AT5G49945	684	2425
AT1G58235	403	1480
AT5G59450	142	2333
AT1G03220	278	1890
AT4G30490	309	3110
AT3G48570	367	1454
AT1G04913	1	433
AT1G78915	247	3656
AT3G23400	851	1920
AT1G63050	1191	2478
AT2G35100	505	2134
AT5G36800	1284	1010
AT4G00260	22	2080
AT1G07410	162	1494
AT1G71310	859	2279
AT4G29950	660	3619
AT4G35850	2145	3442
AT1G47340	623	2717
AT4G26600	763	4301
AT5G01430	864	2266
AT5G03150	112	3607
AT3G16500	451	2600
AT2G24545	3	2355
AT1G67840	590	3069
AT1G72260	102671	1112
AT4G39690	1574	4503
AT2G38710	878	3014
AT3G59310	201	2689
AT1G34780	609	1935
AT3G57420	812	3128
AT5G55960	290	2567
AT2G03250	1	4822
AT2G19590	45	2457
AT3G14050	552	3332
AT2G36060	1999	1568
AT4G10120	141	6180
AT1G53120	390	2027
AT3G52430	23	3355
AT2G33835	310	3002
AT2G26690	90	3846
AT2G24692	121	627
AT2G20020	664	2922
AT3G14630	82	2204
AT1G48530	6	1073
AT2G29190	3554	4724
AT1G15480	1562	2657
AT3G32410	29	698
AT1G01310	7	976
AT3G22520	2731	3928
AT4G34190	722	1403
AT2G20690	854	1669
AT1G70420	57	1276
AT5G23890	2418	4706
AT5G25460	3013	2453
AT4G31860	462	2617
AT1G11900	32	1567
AT4G21605	1	1175
AT1G12610	4	1134
AT1G22260	103	5619
AT2G06225	2	548
AT3G55750	12555	1769
AT3G24463	5	1358
AT3G08930	2697	4054
AT1G22660	540	4547
AT4G39160	438	4123
AT2G40810	137	2188
AT2G32730	7644	5777
AT4G18890	482	3169
AT3G27460	232	3102
AT3G07735	24	72
AT1G43667	1	509
AT4G11320	1719	2713
AT3G08760	1730	3229
AT3G01600	9	2442
AT5G52620	6	1127
AT5G10230	22	1986
AT4G06477	2	4319
AT1G16110	17	2710
AT2G43210	854	3121
AT2G07682	5	4887
AT2G26960	1	1361
AT2G14247	1	1093
AT1G74090	302	1379
AT4G21010	1	1077
AT5G35750	1167	5522
AT5G54390	2184	2096
AT5G19830	108	2167
AT1G74650	2	1875
AT1G60430	215	1691
AT5G21120	26	2439
AT1G76630	1257	5564
AT2G14775	48	1299
AT2G18970	4	639
AT2G42690	176	1476
AT4G10480	6904	1295
AT3G23540	1023	5032
AT5G02750	41	1315
AT2G01460	582	6188
AT1G20960	11655	8672
AT3G62270	145	3941
AT3G48060	3055	5796
AT3G25220	3076	2063
AT5G53320	21	2157
AT2G37860	1804	2458
AT4G15070	42	2717
AT2G35215	6	889
AT2G18230	2099	2430
AT5G55490	43	3225
AT3G29240	1201	1781
AT3G61930	231	743
AT5G19100	4	1659
AT1G64584	5	373
AT5G16730	1051	3461
AT4G19420	144	4467
AT4G29530	84	1552
AT3G47390	453	5526
AT5G23580	2320	2417
AT4G17085	352	639
AT5G50080	726	1371
AT3G27250	7	1827
AT4G10414	14	1399
AT2G07787	12	1831
AT5G10330	1137	3110
AT4G18090	9	836
AT2G01850	1036	2307
AT1G05061	15	1646
AT5G66950	1299	3380
AT3G54730	12	1455
AT1G04183	2	2006
AT1G51750	1	1955
AT4G00850	196	1992
AT4G31350	1184	3596
AT4G17480	1761	2190
AT5G18740	57	2523
AT1G11595	5	1068
AT2G33250	200	1382
AT1G64130	2	664
AT4G06498	202	2015
AT1G21910	60	1404
AT1G48490	1039	7054
AT2G15290	1850	1755
AT4G24760	257	2667
AT1G71210	698	3218
AT1G70370	10465	2572
AT5G42000	763	1884
AT1G71696	383	3837
AT3G15550	1507	2914
AT1G69950	507	2203
AT3G07180	3090	3302
AT4G21550	836	5669
AT3G26910	726	3851
AT3G05650	43	3860
AT2G26300	1778	4106
AT3G59280	832	2309
AT5G47455	728	1782
AT3G47730	474	5023
AT1G64580	235	1972
AT5G48850	420	2416
AT2G37560	224	2661
AT4G36220	145	2464
AT1G23540	11	2959
AT5G55920	2245	4069
AT2G07435	9	319
AT3G14920	1509	2535
AT5G58450	1387	5397
AT5G49010	311	2646
AT5G50650	472	2370
AT3G22430	199	4882
AT5G62440	1478	1952
AT3G15610	822	2394
AT3G12700	415	2240
AT3G61180	853	2273
AT1G76120	426	1843
AT5G14100	185	2405
AT5G66190	1932	2235
AT1G60930	207	8030
AT2G38870	78	1023
AT5G13220	454	2291
AT1G41890	3	3828
AT3G62725	118	3773
AT4G14220	591	2705
AT1G69160	87	1777
AT1G03110	918	2730
AT3G04310	192	1609
AT5G67260	3539	3457
AT3G47300	419	1180
AT2G25730	2983	16688
AT2G33920	3	71
AT3G58270	136	2096
AT5G22840	644	2663
AT2G30100	402	2190
AT2G32030	13	1083
AT1G04660	35	1405
AT2G03260	81	4398
AT5G23720	368	4651
AT5G37290	213	2065
AT3G07690	229	2525
AT4G24560	1976	5776
AT1G05367	1	315
AT5G46085	4	251
AT5G62320	1	1217
AT2G16430	1422	2707
AT1G22520	586	1572
AT5G09750	346	1005
AT2G16060	43	1246
AT1G16070	234	3679
AT1G63390	53	506
AT1G50670	636	2207
AT2G43610	3629	1559
AT1G29460	23	894
AT3G62220	517	2137
AT1G77250	449	3298
AT1G05520	2118	5169
AT5G53110	174	4209
AT1G67250	1467	1457
AT1G28790	13	71
AT4G08990	47	5715
AT4G17470	7	2517
AT1G26140	2	832
AT3G09295	1	202
AT1G10720	611	2009
AT1G70060	201	6700
AT1G23470	35	1263
AT5G16080	4	1539
AT3G07190	463	1815
AT1G10600	327	2519
AT5G53190	333	2186
AT1G26762	1	568
AT2G21430	237	1618
AT2G35760	2659	1663
AT3G23145	2	1058
AT2G31610	15469	1741
AT3G19720	1496	5232
AT2G27720	16016	1361
AT5G13660	662	2711
AT3G60830	1763	2462
AT2G44590	15	3417
AT4G36380	1675	4979
AT2G44460	482	3720
AT1G63460	583	1521
AT1G17330	476	2100
AT4G01970	761	3479
AT4G28485	25	776
AT2G37290	81	5155
AT1G18330	205	2416
AT5G19960	330	2503
AT2G36307	452	1375
AT3G60780	96	1220
AT2G15140	1	4674
AT2G16367	7	425
AT4G14410	707	2270
AT2G31490	1902	1345
AT2G07697	4	3460
AT1G45332	1770	4939
AT5G39970	11	2843
AT5G63410	2168	3344
AT4G38220	1757	2008
AT3G03040	656	2250
AT3G18680	767	2289
AT4G27852	43	1828
AT5G03930	342	650
AT3G16840	1692	5449
AT3G45640	597	2303
AT5G18040	646	1848
AT1G27940	8	4806
AT3G06435	7	2658
AT2G44798	6	4469
AT2G42500	2941	3791
AT1G29965	127	1152
AT2G01440	1209	6116
AT1G69830	2577	4945
AT1G30480	1016	2703
AT5G09350	508	7159
AT1G26540	2031	3404
AT5G66005	253	1606
AT5G37740	145	1901
AT1G53875	16	925
AT1G03340	11	1864
AT2G27920	1073	3605
AT5G17920	18458	4827
AT4G38480	313	2431
AT1G27070	444	2842
AT5G56890	3151	5592
AT1G69570	22	2187
AT5G07400	183	4911
AT1G55590	429	2580
AT1G51650	3897	1543
AT4G38932	765	770
AT4G32460	1930	2682
AT2G30280	664	2865
AT1G28290	14872	1914
AT4G22910	134	3604
AT2G41505	17	2591
AT1G06070	1836	2929
AT1G51510	3528	2142
AT5G15740	732	3200
AT5G05580	315	2491
AT5G16600	28	2268
AT1G28390	55	2115
AT5G07890	407	2735
AT1G80810	1001	4208
AT2G47480	14	791
AT3G21180	22	6889
AT1G71500	873	1625
AT2G41750	5	1192
AT3G01380	1580	6000
AT4G25200	1	1184
AT1G61566	5	550
AT1G63300	1289	4313
AT5G66870	67	2956
AT4G17695	132	2994
AT1G18490	612	2359
AT5G46430	9023	1392
AT2G27530	16123	1718
AT4G14750	156	2038
AT5G18840	261	3886
AT5G03790	322	1849
AT2G01008	413	2148
AT1G27000	1709	2943
AT3G28630	20	1947
AT2G08865	44	851
AT1G07160	5	1919
AT1G51770	19	1597
AT5G38040	181	1907
AT3G58660	3110	1594
AT4G30710	491	4620
AT5G13320	61	3608
AT2G25460	55	3082
AT1G59990	799	3147
AT1G03420	2	1075
AT4G23960	2	1139
AT5G04065	15	865
AT4G21810	1131	2158
AT2G37060	401	1920
AT2G07050	1630	6391
AT5G06110	2198	3117
AT2G04550	583	1973
AT1G15960	38	4440
AT3G01185	357	829
AT3G56590	1272	3552
AT1G72160	1564	2238
AT1G22740	68	1694
AT2G07698	436	2664
AT1G02450	48	622
AT2G07629	25	629
AT3G02320	712	3850
AT1G11130	2346	4742
AT3G56960	290	4392
AT5G22000	1983	3162
AT5G53340	654	2853
AT5G64190	181	1833
AT4G00590	207	2288
AT3G06955	2	202
AT5G63000	454	1640
AT2G25070	953	2856
AT4G04970	2243	6348
AT2G46535	267	984
AT1G15400	496	1126
AT1G52890	110	1559
AT3G55040	262	1808
AT1G09510	167	1553
AT4G21660	3228	4084
AT3G50280	337	1740
AT1G09737	2	205
AT4G31010	334	2078
AT2G37210	30	3104
AT4G32330	2556	3434
AT1G50640	1227	1736
AT1G76160	2412	3473
AT5G16050	10449	2283
AT5G18570	981	3372
AT5G34940	188	3143
AT3G18850	963	2027
AT5G20730	1682	5734
AT5G57370	802	1810
AT5G59830	677	2200
AT1G18950	2161	5931
AT5G42620	1997	5685
AT5G01150	13	1842
AT3G03828	235	521
AT5G54160	566	2497
AT1G60160	477	3513
AT2G42860	34	1413
AT1G01590	4	3584
AT3G12250	149	3560
AT5G19700	9	1785
AT3G44940	515	1985
AT3G56830	96	1888
AT1G58080	604	3365
AT5G65360	8986	722
AT2G38650	1703	4421
AT3G27415	3	926
AT3G03720	578	4446
AT4G27435	83	1749
AT2G04430	76	2903
AT2G04050	3	2288
AT3G45300	659	3591
AT4G29850	12	1390
AT5G52510	1626	2325
AT3G23360	16	1155
AT3G03150	1145	2122
AT2G28560	69	3265
AT5G11070	237	943
AT1G10522	310	1976
AT3G24000	233	2163
AT1G21000	285	1847
AT5G48300	2846	2566
AT1G58370	43	4096
AT5G61455	18	830
AT2G25000	61	1751
AT5G40100	67	3845
AT1G18990	3	1987
AT4G26620	984	3020
AT4G36750	700	2014
AT1G58030	1355	4504
AT5G37940	6	1864
AT5G46873	16	411
AT5G54510	727	2724
AT4G00985	2	71
AT1G70350	444	1316
AT5G07640	21	1476
AT2G43060	39	1203
AT4G09785	17	358
AT2G27800	185	1810
AT5G63240	9	597
AT5G52520	694	3160
AT4G35790	2761	4992
AT5G10100	16	3728
AT3G02680	364	3254
AT5G65120	641	1964
AT5G14840	591	2409
AT4G35530	281	1988
AT2G36190	175	3462
AT3G01460	2392	9264
AT5G21070	738	1826
AT5G18403	134	442
AT2G24490	1342	3121
AT1G06553	1	141
AT5G06810	466	1766
AT4G34450	9540	6285
AT1G64560	12	448
AT5G18710	75	2345
AT1G07777	2	339
AT2G09455	1	380
AT3G02460	461	3289
AT2G44750	207	1449
AT4G21510	168	1580
AT3G60850	938	2371
AT1G02681	1	621
AT3G48290	109	2050
AT3G06330	503	2828
AT5G01530	5714	1682
AT5G03415	690	3130
AT5G15550	1721	3445
AT1G43700	1449	2096
